sample	samples	TP53
TCGA-DD-A39W-01	TCGA-DD-A39W-01	9.74
TCGA-DD-AAE9-01	TCGA-DD-AAE9-01	9.74
TCGA-DD-AAVR-01	TCGA-DD-AAVR-01	9.74
TCGA-DJ-A3UZ-01	TCGA-DJ-A3UZ-01	9.74
TCGA-E8-A3X7-01	TCGA-E8-A3X7-01	9.74
TCGA-EL-A3CP-01	TCGA-EL-A3CP-01	9.74
TCGA-EL-A3ZK-11	TCGA-EL-A3ZK-11	9.74
TCGA-FG-5962-01	TCGA-FG-5962-01	9.74
TCGA-G3-A5SJ-01	TCGA-G3-A5SJ-01	9.74
TCGA-HC-8264-01	TCGA-HC-8264-01	9.74
TCGA-KK-A6E2-01	TCGA-KK-A6E2-01	9.74
TCGA-Q9-A6FW-01	TCGA-Q9-A6FW-01	9.74
TCGA-QA-A7B7-01	TCGA-QA-A7B7-01	9.74
TCGA-QR-A70N-01	TCGA-QR-A70N-01	9.74
TCGA-RC-A6M5-01	TCGA-RC-A6M5-01	9.74
TCGA-V1-A9O9-01	TCGA-V1-A9O9-01	9.74
TCGA-VQ-A91V-01	TCGA-VQ-A91V-01	9.74
TCGA-YT-A95D-01	TCGA-YT-A95D-01	9.74
TCGA-14-1829-01	TCGA-14-1829-01	9.73
TCGA-18-3419-01	TCGA-18-3419-01	9.73
TCGA-44-3396-11	TCGA-44-3396-11	9.73
TCGA-69-7761-01	TCGA-69-7761-01	9.73
TCGA-A8-A0A2-01	TCGA-A8-A0A2-01	9.73
TCGA-AC-A2BM-01	TCGA-AC-A2BM-01	9.73
TCGA-AK-3429-01	TCGA-AK-3429-01	9.73
TCGA-CF-A27C-01	TCGA-CF-A27C-01	9.73
TCGA-CJ-5676-11	TCGA-CJ-5676-11	9.73
TCGA-CN-4740-01	TCGA-CN-4740-01	9.73
TCGA-CN-A6V3-01	TCGA-CN-A6V3-01	9.73
TCGA-CQ-6218-01	TCGA-CQ-6218-01	9.73
TCGA-CV-A465-01	TCGA-CV-A465-01	9.73
TCGA-D9-A1JW-06	TCGA-D9-A1JW-06	9.73
TCGA-DD-A39Z-11	TCGA-DD-A39Z-11	9.73
TCGA-DD-A4NL-01	TCGA-DD-A4NL-01	9.73
TCGA-DU-8166-01	TCGA-DU-8166-01	9.73
TCGA-E1-5319-01	TCGA-E1-5319-01	9.73
TCGA-E8-A415-01	TCGA-E8-A415-01	9.73
TCGA-E9-A1RD-11	TCGA-E9-A1RD-11	9.73
TCGA-EL-A3T3-11	TCGA-EL-A3T3-11	9.73
TCGA-FY-A3RA-01	TCGA-FY-A3RA-01	9.73
TCGA-G2-AA3D-01	TCGA-G2-AA3D-01	9.73
TCGA-HQ-A5ND-01	TCGA-HQ-A5ND-01	9.73
TCGA-HT-7482-01	TCGA-HT-7482-01	9.73
TCGA-IB-8127-01	TCGA-IB-8127-01	9.73
TCGA-J8-A3O2-06	TCGA-J8-A3O2-06	9.73
TCGA-J8-A3YE-01	TCGA-J8-A3YE-01	9.73
TCGA-L5-A4OP-01	TCGA-L5-A4OP-01	9.73
TCGA-LL-A740-01	TCGA-LL-A740-01	9.73
TCGA-OR-A5LP-01	TCGA-OR-A5LP-01	9.73
TCGA-P4-AAVL-01	TCGA-P4-AAVL-01	9.73
TCGA-R5-A805-01	TCGA-R5-A805-01	9.73
TCGA-S6-A8JY-01	TCGA-S6-A8JY-01	9.73
TCGA-5P-A9KF-01	TCGA-5P-A9KF-01	9.72
TCGA-77-A5GB-01	TCGA-77-A5GB-01	9.72
TCGA-92-7340-11	TCGA-92-7340-11	9.72
TCGA-A2-A04Q-01	TCGA-A2-A04Q-01	9.72
TCGA-B0-5711-11	TCGA-B0-5711-11	9.72
TCGA-BH-A0H9-11	TCGA-BH-A0H9-11	9.72
TCGA-BP-4765-01	TCGA-BP-4765-01	9.72
TCGA-CE-A483-01	TCGA-CE-A483-01	9.72
TCGA-CJ-5679-11	TCGA-CJ-5679-11	9.72
TCGA-CZ-4853-01	TCGA-CZ-4853-01	9.72
TCGA-CZ-4854-01	TCGA-CZ-4854-01	9.72
TCGA-DD-A39W-11	TCGA-DD-A39W-11	9.72
TCGA-DJ-A3V4-01	TCGA-DJ-A3V4-01	9.72
TCGA-DU-7008-01	TCGA-DU-7008-01	9.72
TCGA-EJ-5519-01	TCGA-EJ-5519-01	9.72
TCGA-EL-A3T2-01	TCGA-EL-A3T2-01	9.72
TCGA-FD-A3B8-01	TCGA-FD-A3B8-01	9.72
TCGA-FY-A3I5-01	TCGA-FY-A3I5-01	9.72
TCGA-FY-A76V-01	TCGA-FY-A76V-01	9.72
TCGA-IS-A3KA-01	TCGA-IS-A3KA-01	9.72
TCGA-KM-8442-01	TCGA-KM-8442-01	9.72
TCGA-LK-A4NW-01	TCGA-LK-A4NW-01	9.72
TCGA-P3-A6T3-01	TCGA-P3-A6T3-01	9.72
TCGA-XD-AAUG-01	TCGA-XD-AAUG-01	9.72
TCGA-2Z-A9JQ-01	TCGA-2Z-A9JQ-01	9.71
TCGA-3R-A8YX-01	TCGA-3R-A8YX-01	9.71
TCGA-50-5049-01	TCGA-50-5049-01	9.71
TCGA-50-5068-01	TCGA-50-5068-01	9.71
TCGA-55-6972-11	TCGA-55-6972-11	9.71
TCGA-55-6986-11	TCGA-55-6986-11	9.71
TCGA-90-7767-11	TCGA-90-7767-11	9.71
TCGA-AQ-A1H2-01	TCGA-AQ-A1H2-01	9.71
TCGA-B0-4714-01	TCGA-B0-4714-01	9.71
TCGA-BC-A10U-01	TCGA-BC-A10U-01	9.71
TCGA-BH-A0DD-01	TCGA-BH-A0DD-01	9.71
TCGA-BP-4972-01	TCGA-BP-4972-01	9.71
TCGA-BR-6454-01	TCGA-BR-6454-01	9.71
TCGA-D3-A3ML-06	TCGA-D3-A3ML-06	9.71
TCGA-DB-A64V-01	TCGA-DB-A64V-01	9.71
TCGA-DD-A1EJ-11	TCGA-DD-A1EJ-11	9.71
TCGA-DJ-A13P-01	TCGA-DJ-A13P-01	9.71
TCGA-DK-A6AW-01	TCGA-DK-A6AW-01	9.71
TCGA-DU-A7TC-01	TCGA-DU-A7TC-01	9.71
TCGA-E2-A15I-11	TCGA-E2-A15I-11	9.71
TCGA-EL-A3ZM-01	TCGA-EL-A3ZM-01	9.71
TCGA-ET-A3DW-11	TCGA-ET-A3DW-11	9.71
TCGA-FV-A3I1-01	TCGA-FV-A3I1-01	9.71
TCGA-HT-7882-01	TCGA-HT-7882-01	9.71
TCGA-IB-7649-01	TCGA-IB-7649-01	9.71
TCGA-KN-8426-11	TCGA-KN-8426-11	9.71
TCGA-OR-A5JD-01	TCGA-OR-A5JD-01	9.71
TCGA-RW-A68B-01	TCGA-RW-A68B-01	9.71
TCGA-SX-A7SR-01	TCGA-SX-A7SR-01	9.71
TCGA-VR-A8EU-01	TCGA-VR-A8EU-01	9.71
TCGA-XF-AAMG-01	TCGA-XF-AAMG-01	9.71
TCGA-ZG-A9LU-01	TCGA-ZG-A9LU-01	9.71
TCGA-24-1564-01	TCGA-24-1564-01	9.7
TCGA-50-5930-11	TCGA-50-5930-11	9.7
TCGA-50-5932-11	TCGA-50-5932-11	9.7
TCGA-67-3773-01	TCGA-67-3773-01	9.7
TCGA-91-6847-11	TCGA-91-6847-11	9.7
TCGA-A7-A0D9-01	TCGA-A7-A0D9-01	9.7
TCGA-BP-4160-01	TCGA-BP-4160-01	9.7
TCGA-BP-4161-01	TCGA-BP-4161-01	9.7
TCGA-BP-4777-01	TCGA-BP-4777-01	9.7
TCGA-D9-A148-06	TCGA-D9-A148-06	9.7
TCGA-DD-A3A2-11	TCGA-DD-A3A2-11	9.7
TCGA-DJ-A13S-01	TCGA-DJ-A13S-01	9.7
TCGA-DK-A3WX-01	TCGA-DK-A3WX-01	9.7
TCGA-EM-A3AQ-01	TCGA-EM-A3AQ-01	9.7
TCGA-GK-A6C7-01	TCGA-GK-A6C7-01	9.7
TCGA-HC-7740-11	TCGA-HC-7740-11	9.7
TCGA-K1-A3PN-01	TCGA-K1-A3PN-01	9.7
TCGA-L5-A8NU-01	TCGA-L5-A8NU-01	9.7
TCGA-MK-A84Z-01	TCGA-MK-A84Z-01	9.7
TCGA-MX-A663-01	TCGA-MX-A663-01	9.7
TCGA-QR-A70M-01	TCGA-QR-A70M-01	9.7
TCGA-RD-A8N9-01	TCGA-RD-A8N9-01	9.7
TCGA-V1-A8WV-01	TCGA-V1-A8WV-01	9.7
TCGA-W2-A7HF-01	TCGA-W2-A7HF-01	9.7
TCGA-24-2035-01	TCGA-24-2035-01	9.69
TCGA-4P-AA8J-01	TCGA-4P-AA8J-01	9.69
TCGA-60-2695-01	TCGA-60-2695-01	9.69
TCGA-78-8640-01	TCGA-78-8640-01	9.69
TCGA-AR-A0TR-01	TCGA-AR-A0TR-01	9.69
TCGA-BC-A69I-01	TCGA-BC-A69I-01	9.69
TCGA-BJ-A45C-01	TCGA-BJ-A45C-01	9.69
TCGA-BP-4162-01	TCGA-BP-4162-01	9.69
TCGA-BP-4995-01	TCGA-BP-4995-01	9.69
TCGA-CC-A8HT-01	TCGA-CC-A8HT-01	9.69
TCGA-CR-6493-01	TCGA-CR-6493-01	9.69
TCGA-DD-A1EC-11	TCGA-DD-A1EC-11	9.69
TCGA-DD-A39V-01	TCGA-DD-A39V-01	9.69
TCGA-DJ-A3V7-01	TCGA-DJ-A3V7-01	9.69
TCGA-E1-5307-01	TCGA-E1-5307-01	9.69
